,N,chi,f_tree,f_std_tree,f_mps,f_std_mps,f_omps,f_std_omps,mem_tree,mem_std_tree,mem_mps,mem_std_mps,mem_omps,mem_std_omps
95,180,31,0.8873594443741493,0.08453038203924702,0.9949628373862736,0.0017016150990177303,0.9958910084139918,0.0008904445053412257,1946.9,610.9787148501983,2664.0,0.0,2664.0,0.0
96,180,34,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
97,180,37,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
98,180,40,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
99,180,43,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
100,180,46,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
101,180,49,0.9999999999998869,2.9017617379177416e-14,0.9999999999999398,1.1410154759923843e-14,0.9999999999936365,2.016408836130497e-11,1984.4,653.7105169721534,2728.0,0.0,2728.0,0.0
102,210,1,1.680283163497242e-06,1.6792996034160263e-06,1.6802831634974172e-06,1.679299603416292e-06,1.6802831634972702e-06,1.679299603416153e-06,20.0,0.0,20.0,0.0,20.0,0.0
103,210,4,8.09172089100993e-06,1.2131139641473072e-05,1.1542376331167466e-05,2.6131405242161843e-05,1.254107050823896e-05,1.9537654649143545e-05,262.6,23.057319878945165,220.6,20.259318843435974,226.0,13.813037319865606
104,210,7,4.018611183889335e-05,5.259642121428349e-05,5.975198118579022e-05,8.460478611485414e-05,6.819360837330394e-05,6.606641175357628e-05,559.9,94.32385700341139,534.3,24.242730869272954,535.3,26.647889222225462
105,210,10,0.00016343301445141022,0.00028150714319462154,0.00025063930649789443,0.0002652145538085337,0.000348769158825003,0.00039672570705255096,850.6,120.2349366864723,883.4,20.050935140287095,883.5,19.615045245933032
106,210,13,0.0015558605798857502,0.004635175094438099,0.0004605022563786655,0.0004906384725948732,0.0012566423618274127,0.0008953958398248732,1118.2,83.49586816124496,1260.0,0.0,1260.0,0.0
107,210,16,0.06155723341926943,0.21738849435962587,0.0033600981217228668,0.00276207776291064,0.006251808784266721,0.0036581379572186825,1414.6,122.03786297702858,1704.0,0.0,1704.0,0.0
108,210,19,0.0819904930593933,0.22025806095115608,0.014882162004153885,0.007577447920128203,0.02332087073591331,0.011985640733220072,1559.5,184.59455571603405,1896.0,0.0,1896.0,0.0
109,210,22,0.1204255760847478,0.2293874227865092,0.06741996822968332,0.022723194444911148,0.10680070281024215,0.03605724905058222,1706.2,279.8012866303513,2088.0,0.0,2088.0,0.0
110,210,25,0.21254863598625168,0.24110774159912082,0.31420135168597685,0.05186801249289685,0.38406683595756863,0.04846719761416103,1854.7,388.1753598568564,2280.0,0.0,2280.0,0.0
111,210,28,0.42864797680444744,0.22969936498709542,0.7802466823316696,0.028960688069428954,0.8164911708187766,0.021900463048423118,2005.0,504.74211237026776,2472.0,0.0,2472.0,0.0
112,210,31,0.8335944728068752,0.09428274280424609,0.9940442432903215,0.0021136215835454776,0.9952385428552978,0.0013353390192041156,2157.1,628.0342267743056,2664.0,0.0,2664.0,0.0
113,210,34,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
114,210,37,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
115,210,40,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
116,210,43,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
117,210,46,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
118,210,49,0.999999999999879,2.267120542432437e-14,0.9999999999999234,1.1006112954960258e-14,0.9999999999992257,3.0487501583340923e-12,2208.2,670.5311029325933,2728.0,0.0,2728.0,0.0
119,240,1,4.872132319530209e-07,4.768232723439523e-07,4.872132319530797e-07,4.768232723439836e-07,4.872132319530364e-07,4.768232723439894e-07,20.0,0.0,20.0,0.0,20.0,0.0
120,240,4,5.306313144595261e-06,1.6182657631580196e-05,3.2368635755499107e-06,5.146718894491705e-06,2.845319396650759e-06,3.4694576840915823e-06,265.4,43.40092164920002,216.1,26.31710470397532,217.1,22.71981514009302
121,240,7,1.6736874802645542e-05,2.4974449810358708e-05,2.069690186684005e-05,2.8295439085123847e-05,4.4973464844064626e-05,6.549193213410386e-05,555.8,105.46639275143527,536.7,23.74257778759501,525.4,32.62575669620553
122,240,10,8.379010764972665e-05,0.00011533807454892729,0.00012028168930876798,0.00019574466437450268,0.00024057780627697705,0.00028790893509755307,837.0,107.4569681314339,834.6,111.0839322314438,858.5,63.80242942083005
123,240,13,0.0014724748436149592,0.0048269746718563955,0.0005554273848986492,0.0005808283034759127,0.0005823747284588571,0.0004966965410199958,1103.1,90.43776865889605,1260.0,0.0,1260.0,0.0
