,N,chi,f_tree,f_mps,f_omps,mem_tree,mem_mps,mem_omps
53,50,13,0.5062136487777132,0.30212634935965293,0.5278466292521742,1062,1260,1260
54,50,14,0.5471532871248141,0.35335565853428935,0.6111701123795925,1164,1400,1400
55,50,15,0.6313824334833792,0.4382124319266973,0.678065558561731,1270,1548,1548
56,50,16,0.704524852428336,0.5309898347832442,0.7530079409969057,1380,1704,1704
57,50,17,0.7417317058799556,0.5672203678631238,0.7929306966273736,1444,1768,1768
58,50,18,0.7740291833264922,0.6203496096671836,0.8239850591703359,1508,1832,1832
59,50,19,0.8057299168504823,0.6660881236376022,0.8560978261651745,1572,1896,1896
60,50,5,0.3423598746902789,0.21498186660730323,0.24377629521294825,388,320,320
61,50,6,0.5147448412585097,0.2713830466133415,0.27776387647950507,452,424,424
62,50,7,0.593492831027881,0.3154283373666956,0.3587398658323646,516,544,544
63,50,8,0.653979039592184,0.39009729444792535,0.4021526717784693,580,680,680
64,50,9,0.695212270947434,0.4366238810918041,0.4729169616740685,644,780,780
65,50,10,0.7361787119177086,0.47945175033366283,0.5191475139087215,708,888,888
66,50,11,0.7681041172859757,0.5408305249190912,0.5860424187159973,772,1004,1004
67,50,12,0.7895360629835868,0.6023705155278674,0.6438294996315042,836,1128,1128
68,50,13,0.8176106530038716,0.6521529960239055,0.6974558629637339,900,1260,1260
69,50,14,0.8440030157626418,0.7026713001179261,0.7516878719892499,964,1400,1400
70,50,15,0.8647884268095439,0.7523720928946872,0.7970439685005364,1028,1548,1548
71,50,16,0.8826343622189219,0.8070197937711395,0.8433719702548893,1092,1704,1704
72,50,17,0.9084629281392246,0.8363492160645744,0.8664800215095786,1156,1768,1768
73,50,18,0.9238752580695939,0.862338182254664,0.8884428736050151,1220,1832,1832
74,50,19,0.9343909809210675,0.8847605840648375,0.9093027339757362,1284,1896,1896
75,80,5,0.0137570440603762,0.013464670564780668,0.018993022859070223,372,320,320
76,80,6,0.024405231462003133,0.021962291985849317,0.020359626228601477,484,424,424
77,80,7,0.04390798189231447,0.027331727270515305,0.050552832811034044,612,544,544
78,80,8,0.06310626578704163,0.04156902471126774,0.08034454054155511,756,680,680
79,80,9,0.07275203781839837,0.07257151762469079,0.11180085555586546,836,780,780
80,80,10,0.1354808231157725,0.12188717452523277,0.15477553476698994,916,888,888
81,80,11,0.13771524110600897,0.17275502357907738,0.20341599754079914,996,1004,1004
82,80,12,0.17029559630835486,0.2134161601365973,0.26748767352250186,1076,1128,1128
83,80,13,0.25963332783878146,0.2892398971036694,0.32732870042483836,1156,1260,1260
84,80,14,0.32590081004556676,0.3269977931326605,0.40728823965524635,1236,1400,1400
85,80,15,0.39337300509560164,0.42181058567076635,0.5024069191655853,1316,1548,1548
86,80,16,0.4792948070187783,0.5000074865716475,0.5851179491153117,1396,1704,1704
87,80,17,0.5356234168456536,0.5309266909265403,0.614731417299095,1396,1768,1768
88,80,18,0.584319366481309,0.5689454819803533,0.6615086846302569,1396,1832,1832
